2022-12-15 15:06:55,469 INFO  Logger.cs: 70 - 
2022-12-15 15:15:11,661 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from switch base-1
2022-12-15 15:15:11,662 INFO  ExportHelperExtension.cs: 1136 - Found 32 in switch base-1
2022-12-15 15:15:11,663 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in switch base-1
2022-12-15 15:15:12,049 INFO  SwAddin.cs: 339 - Loading config tree
2022-12-15 15:15:12,055 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-12-15 15:15:12,061 INFO  SwAddin.cs: 344 - Showing property manager
2022-12-15 15:15:21,535 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-12-15 15:15:51,395 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-12-15 15:16:00,730 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2022-12-15 15:16:00,766 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-12-15 15:17:35,812 INFO  SwAddin.cs: 294 - Assembly export called for file switchAssembly
2022-12-15 15:17:35,812 INFO  SwAddin.cs: 299 - Save is required
2022-12-15 15:17:35,812 INFO  SwAddin.cs: 313 - Saving assembly
2022-12-15 15:17:36,024 INFO  SwAddin.cs: 316 - Opening property manager
2022-12-15 15:17:36,026 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from switchAssembly
2022-12-15 15:17:36,026 INFO  ExportHelperExtension.cs: 1136 - Found 35 in switchAssembly
2022-12-15 15:17:36,027 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in switchAssembly
2022-12-15 15:17:36,028 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-12-15 15:17:36,028 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2022-12-15 15:17:36,028 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from switch-1
2022-12-15 15:17:36,029 INFO  ExportHelperExtension.cs: 1136 - Found 25 in switch-1
2022-12-15 15:17:36,030 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in switch-1
2022-12-15 15:17:36,031 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from switch base-1
2022-12-15 15:17:36,032 INFO  ExportHelperExtension.cs: 1136 - Found 32 in switch base-1
2022-12-15 15:17:36,032 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in switch base-1
2022-12-15 15:17:36,032 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from switchAssembly
2022-12-15 15:17:36,033 INFO  ExportHelperExtension.cs: 1136 - Found 35 in switchAssembly
2022-12-15 15:17:36,033 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in switchAssembly
2022-12-15 15:17:36,033 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-12-15 15:17:36,034 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2022-12-15 15:17:36,034 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from switch-1
2022-12-15 15:17:36,034 INFO  ExportHelperExtension.cs: 1136 - Found 25 in switch-1
2022-12-15 15:17:36,035 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in switch-1
2022-12-15 15:17:36,035 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from switch base-1
2022-12-15 15:17:36,035 INFO  ExportHelperExtension.cs: 1136 - Found 32 in switch base-1
2022-12-15 15:17:36,035 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in switch base-1
2022-12-15 15:17:36,177 INFO  SwAddin.cs: 339 - Loading config tree
2022-12-15 15:17:36,178 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-12-15 15:17:36,181 INFO  SwAddin.cs: 344 - Showing property manager
2022-12-15 15:17:40,788 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-12-15 15:17:46,729 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-12-15 15:17:54,196 INFO  SwAddin.cs: 294 - Assembly export called for file switchAssembly
2022-12-15 15:17:55,725 INFO  SwAddin.cs: 313 - Saving assembly
2022-12-15 15:17:55,799 INFO  SwAddin.cs: 316 - Opening property manager
2022-12-15 15:17:55,800 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from switchAssembly
2022-12-15 15:17:55,801 INFO  ExportHelperExtension.cs: 1136 - Found 35 in switchAssembly
2022-12-15 15:17:55,802 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in switchAssembly
2022-12-15 15:17:55,803 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-12-15 15:17:55,804 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2022-12-15 15:17:55,804 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from switch-1
2022-12-15 15:17:55,805 INFO  ExportHelperExtension.cs: 1136 - Found 25 in switch-1
2022-12-15 15:17:55,805 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in switch-1
2022-12-15 15:17:55,806 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from switch base-1
2022-12-15 15:17:55,807 INFO  ExportHelperExtension.cs: 1136 - Found 32 in switch base-1
2022-12-15 15:17:55,807 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in switch base-1
2022-12-15 15:17:55,808 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from switchAssembly
2022-12-15 15:17:55,808 INFO  ExportHelperExtension.cs: 1136 - Found 35 in switchAssembly
2022-12-15 15:17:55,808 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in switchAssembly
2022-12-15 15:17:55,809 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-12-15 15:17:55,809 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2022-12-15 15:17:55,809 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from switch-1
2022-12-15 15:17:55,810 INFO  ExportHelperExtension.cs: 1136 - Found 25 in switch-1
2022-12-15 15:17:55,810 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in switch-1
2022-12-15 15:17:55,810 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from switch base-1
2022-12-15 15:17:55,811 INFO  ExportHelperExtension.cs: 1136 - Found 32 in switch base-1
2022-12-15 15:17:55,811 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in switch base-1
2022-12-15 15:17:55,860 INFO  SwAddin.cs: 339 - Loading config tree
2022-12-15 15:17:55,860 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-12-15 15:17:55,862 INFO  SwAddin.cs: 344 - Showing property manager
2022-12-15 15:18:03,206 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-12-15 15:18:10,936 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-12-15 15:18:30,887 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-12-15 15:18:35,095 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-12-15 15:18:46,826 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2022-12-15 15:18:48,449 INFO  ExportHelperExtension.cs: 347 - Creating joint switch_link
2022-12-15 15:18:48,701 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child switch_link failed
2022-12-15 15:18:48,810 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from switchAssembly
2022-12-15 15:18:48,815 INFO  ExportHelperExtension.cs: 1136 - Found 38 in switchAssembly
2022-12-15 15:18:48,815 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in switchAssembly
2022-12-15 15:18:48,815 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-12-15 15:18:48,816 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2022-12-15 15:18:48,816 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from switch-1
2022-12-15 15:18:48,816 INFO  ExportHelperExtension.cs: 1136 - Found 25 in switch-1
2022-12-15 15:18:48,818 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in switch-1
2022-12-15 15:18:48,818 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from switch base-1
2022-12-15 15:18:48,818 INFO  ExportHelperExtension.cs: 1136 - Found 32 in switch base-1
2022-12-15 15:18:48,819 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in switch base-1
2022-12-15 15:18:48,819 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from switchAssembly
2022-12-15 15:18:48,820 INFO  ExportHelperExtension.cs: 1136 - Found 38 in switchAssembly
2022-12-15 15:18:48,820 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in switchAssembly
2022-12-15 15:18:48,820 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-12-15 15:18:48,820 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2022-12-15 15:18:48,821 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from switch-1
2022-12-15 15:18:48,821 INFO  ExportHelperExtension.cs: 1136 - Found 25 in switch-1
2022-12-15 15:18:48,821 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in switch-1
2022-12-15 15:18:48,822 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from switch base-1
2022-12-15 15:18:48,822 INFO  ExportHelperExtension.cs: 1136 - Found 32 in switch base-1
2022-12-15 15:18:48,822 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in switch base-1
2022-12-15 15:18:48,874 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-12-15 15:20:42,753 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2022-12-15 15:20:42,757 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
